name,Unnamed: 0,survey,survey_location,id,limit,year,speed,latitude,longitude
MAIN STREET,119558.590909,14824.4545455,6159.5,10812.2727273,60.0,2012.0,55.15156952,-37.7559932655,145.613427582
MAINDAMPLE-BENALLA ROAD,15781.5,10121.0,1058.5,5324.5,100.0,2012.0,102.558408811,-36.98202702,145.9855227
MALDON-NEWSTEAD ROAD,69353.5,12353.0,5832.5,9166.5,100.0,2013.0,91.4976559875,-37.05262948,144.0504451
MALLACOOTA ROAD,98435.78,13414.36,6791.176,7846.872,79.6,2013.0,78.8669999696,-37.5100801552,149.678057312
MALLEE HIGHWAY,86186.7,13285.2,1814.1,13363.6,100.0,2012.0,100.77737351,-35.142557569,141.96462817
MALLEE HIGHWAY (,30367.5,10468.0,1639.5,30903.5,100.0,2012.0,77.5551038184,-35.03430649,143.3272897
MALMSBURY BYPASS,171524.166667,18170.6666667,1.5,30592.1666667,105.0,2012.0,106.342061938,-37.0547239033,144.30950085
MALMSBURY-DAYLESFORD ROAD,126819.5,14735.0,9047.5,9138.0,100.0,2012.0,86.9825519719,-37.25000116,144.3202991
MANIFOLD STREET,149893.5,16468.0,1.5,5922.0,50.0,2012.0,51.4546875159,-38.23003964,143.1427305
MANKS ROAD,119037.5,14538.0,8703.5,31309.5,100.0,2012.0,92.2865885093,-38.17691933,145.4300533
MANSFIELD-WHITFIELD ROAD,71624.7325581,12402.5581395,5026.1744186,10145.5465116,90.4651162791,2012.47674419,86.0122084823,-36.967826733,146.196136501
MANSFIELD-WOODS POINT ROAD,83703.7093023,12624.8255814,5450.02325581,9911.01162791,90.9302325581,2012.54651163,81.4629356913,-37.2040721393,146.135401456
MARDAN ROAD,51775.5,10903.0,2521.5,10498.0,100.0,2012.0,93.3317388455,-38.45595078,146.1302626
MARINE PDE/JACKA BVD,9551.5,1169.0,132.0,16471.0,60.0,2009.0,59.2542505267,-37.87349448,144.9766254
MARLO ROAD,85244.252809,13782.7977528,452.280898876,8293.04494382,79.3258426966,2012.51685393,86.1017690719,-37.7608660847,148.511084245
MARLO-CAPE CONRAN ROAD,12109.5,10062.0,932.472222222,7836.19444444,100.0,2012.0,94.4265618842,-37.79711802,148.5906617
MARONG ROAD,178751.5,18569.0,1.5,12451.0,60.0,2012.0,62.2885417145,-36.7588187,144.254537
MAROONA-GLENTHOMPSON ROAD,100982.166667,13982.6666667,2500.16666667,8822.0,93.3333333333,2012.0,96.337326011,-37.5591206767,142.683457033
MAROONDAH HIGHWAY,63604.5529801,12259.9006623,2481.31567329,9875.7593819,96.3245033113,2012.05298013,96.7297584974,-37.2865914434,145.70582768
MAROONDAH LINK HIGHWAY,14935.5,10109.0,1029.5,5321.0,100.0,2012.0,103.157939543,-37.13646141,145.590586
MARY STREET,87481.5,13171.0,4534.0,5074.0,60.0,2013.0,59.4885416431,-37.97941586,146.7915278
MARYBOROUGH-BENDIGO ROAD,87979.5,12973.0,6181.5,9147.0,96.6666666667,2012.33333333,98.3190356668,-36.8905513167,143.932523517
MARYBOROUGH-DUNOLLY ROAD,36971.5,10635.0,1986.5,9249.5,100.0,2012.0,98.405568454,-36.87215396,143.7414917
MARYBOROUGH-NATTE YALLOCK ROAD,81484.5,12834.0,2943.48837209,9052.93023256,100.0,2012.0,97.0892439115,-37.01244087,143.6550681
MARYSVILLE ROAD,36333.5,10616.0,1948.5,8112.0,100.0,2013.0,87.6062498888,-37.54207981,145.6746542
MARYSVILLE-WOODS POINT ROAD,171978.5,18196.0,1.48484848485,8106.84848485,60.0,2012.0,63.8450758097,-37.51143782,145.7523749
MARYVALE ROAD,102327.5,13961.0,7650.5,11698.5,100.0,2012.0,86.3818749191,-38.29961098,146.4222612
MASON STREET,118509.5,14525.0,8678.5,14591.0,60.0,2011.0,56.1580989562,-37.83919436,144.8536786
MATTHEWS AVENUE,183111.5,18644.0,1.5,30562.5,60.0,2011.0,57.2391928042,-37.73087049,144.8899016
MATTINGLEY HILL ROAD,45453.5,10804.0,2333.5,13544.0,100.0,2012.0,92.9632029938,-38.24336912,146.5062761
MCCALLUM STREET,123663.5,14605.0,8803.5,9595.0,60.0,2012.0,30.128125012,-35.33821929,143.56145195
MCCALLUMS CREEK ROAD,81393.5,12833.0,2941.5,11890.0,100.0,2012.0,95.0635415717,-37.11495945,143.7776201
MCCARTIN STREET,136573.1,16093.2,1603.0,6023.0,52.0,2012.0,48.7592707793,-38.477582534,145.94464338
MCCLELLAND AVENUE,81297.5,12824.0,2906.5,14606.5,80.0,2012.0,76.3807291986,-38.02614799,144.4265527
MCCLELLAND DRIVE,196111.5,18990.0,1.5,14610.5,80.0,2012.0,75.4048178198,-38.152996385,145.17460145
MCCORMICK ROAD,136917.5,14973.0,9507.5,9697.5,60.0,2011.0,56.1018229522,-36.30810419,145.0435433
MCCRACKEN AVENUE,92040.5,13521.0,6724.5106383,8851.57446809,100.0,2012.0,96.8308502728,-36.39540633,142.9591334
MCDONALDS ROAD,94429.5,13599.0,6888.5,31228.5,60.0,2012.0,61.0294266541,-37.65119488,145.0877615
MCEWEN ROAD,134989.5,14942.5,9449.5,8973.5,75.0,2011.5,79.5513930504,-36.326479515,145.0320224
MCGREGOR ROAD,133716.689474,15698.6526316,3879.38947368,30934.6210526,60.0,2011.50526316,68.9883816768,-38.0898515275,145.471361447
MCIVOR HIGHWAY,36141.5,10611.0,1932.5,7417.0,100.0,2013.0,93.7054688137,-36.89642021,144.6841181
MCIVOR ROAD,23403.5,10258.0,1366.5,7417.0,70.0,2011.0,68.4488016759,-36.75884091,144.3046116
MCKENZIE ROAD,50465.5,10884.0,2476.5,9697.5,100.0,2011.0,102.754815733,-36.229309,144.8100702
MCKENZIE STREET,82727.5,12879.0,3327.5,7170.0,60.0,2012.0,54.3281250795,-38.60266179,145.5931978
MCKINNONS BRIDGE-NOORAT ROAD,32464.5,10496.0,1700.4893617,8878.42553191,100.0,2012.0,71.2499998377,-38.20927442,142.9766357
MCLOUGHLINS BEACH ROAD,153621.5,17261.0,1.5,8140.0,80.0,2013.0,83.0793747904,-38.53158832,146.8806118
MCPHERSON STREET,103001.5,13995.0,7712.5,6319.0,60.0,2011.0,54.849388023,-36.718910185,142.2049196
MEENIYAN-FISH CREEK ROAD,89774.5,13837.5,484.0,30931.5,100.0,2012.5,95.1505851138,-38.64544331,146.0189711
MEL,129928.5,13461.0,2353.25,18262.0,82.5,2012.25,84.1217733125,-37.6899220988,144.710734937
MELBA HIGHWAY,99698.7,13694.4,7323.6,10746.4,68.0,2011.0,84.7084063846,-37.678249904,145.384997
MELBA HIGHWAY SW  BD,59359.5,11652.0,4355.0,31055.0,60.0,2011.0,82.9551041123,-37.64003612,145.399476
MELBOURNE ROAD,109334.166667,14492.5,2954.83333333,9787.16666667,73.3333333333,2012.16666667,70.2624999018,-22.3639529217,129.698162662
MELBOURNE STREET,40853.5,10691.0,2101.5,13522.0,60.0,2011.0,54.5103906193,-36.00763841,146.0047995
MELBOURNE-LANCEFIELD ROAD,93653.5,13948.0,612.0,11211.0,90.0,2012.5,89.0623168129,-37.35983522,144.7441541
MERRI PARADE,114909.5,14470.0,8568.5,9181.0,60.0,2011.0,48.0707813101,-37.78044314,144.9930048
MERRIANG ROAD,191813.5,18834.0,1.5,10062.5,80.0,2011.0,93.6299992808,-37.50000079,145.0261552
METROPOLITAN RING ROAD,7330.83333333,470.0,2846.91666667,13738.1666667,96.6666666667,2011.0,90.543711132,-7.24288693917,114.585262315
METROPOLITAN RING ROADIN BD ONRAMP,3419.5,9.0,3043.0,12877.0,100.0,2006.0,68.84375,145.066516,-37.68611216
METROPOLITAN RING ROADOFFRAMP,3531.5,9.0,3047.66666667,7756.5,100.0,2005.66666667,73.9640903008,-37.68773323,145.015064283
METROPOLITAN RING ROADONRAMP,3544.3,9.0,3048.2,6727.6,100.0,2005.6,69.7831853749,-37.687925764,145.00457862
METUNG ROAD,83667.5,13673.0,468.989361702,8145.92553191,90.0,2013.0,86.6002659085,-37.84916475,147.8560067
MICKLEHAM ROAD,101654.833333,11424.0,2924.83333333,11202.0,86.6666666667,2010.66666667,87.5674552118,-37.6072035433,144.880587333
MIDDLE,201538.5,19122.0,1.51351351351,9929.86486486,60.0,2012.0,46.9516891015,-36.16422219,145.879592
MIDLAND HIGHWAY,83877.1532438,13186.6122297,2273.89858315,13390.4183445,91.9612229679,2012.17971663,88.8101288874,-37.0735657512,144.624878509
MILLEARA RD/MILITARY RD/CANNING ST/CORDITE AVE,97141.5,13658.0,7007.0,6345.0,60.0,2005.0,58.2395833333,-37.75832484,144.8603346
MILLEWA ROAD,68972.5,12324.0,5774.51111111,9186.26666667,100.0,2012.0,98.6905549774,-34.33942818,142.1097832
MINE ROAD,129389.5,14828.0,9223.5,6863.0,80.0,2013.0,55.0802083412,-38.43461682,145.82542395
MIRBOO NORTH-MEENYAN ROAD,38220.5,10654.0,2027.51111111,10384.2444444,100.0,2012.0,98.2660535587,-38.54039625,146.0815256
MIRBOO NORTH-TRAFALGAR ROAD,53942.5,11239.0,3365.5,8638.75,100.0,2012.0,90.6629036464,-38.35414764,146.1908344
MITCHAM ROAD,148145.5,16542.0,4241.0,21004.5,60.0,2011.0,64.6277994615,-37.810356235,145.18547425
MITCHELL STREET,77996.1666667,12450.6666667,5351.0,11684.3333333,66.6666666667,2011.0,54.9525519876,-37.1038093467,144.478642467
MOE-WILLOW GROVE ROAD,83767.5,12919.0,3590.5,10129.5,100.0,2012.0,85.2564584415,-38.13764746,146.2609302
MOLLISON STREET,78812.8333333,12581.6666667,5676.83333333,11429.5,78.3333333333,2011.33333333,70.82819434,-37.2043351933,144.401760833
MONASH FREEWAY,12749.1744186,951.465116279,2383.39534884,7952.09302326,100.0,2011.41860465,91.1815266055,-37.9206627914,145.163724616
MONASH FREEWAY ONRAMP,3899.5,9.0,3066.0,30984.0,100.0,2006.0,82.9895833333,-37.91998211,145.1729084
MONASH FREEWAYN OFFRAMP,3923.5,9.0,3068.0,10425.0,100.0,2006.0,77.5625,-37.89573563,145.1454714
MONASH FREEWAYOFFRAMP,35501.0384615,2980.23076923,2607.57692308,4515.65384615,96.9230769231,2007.03846154,78.3377305789,-37.9192467508,145.160171669
MONASH FREEWAYONRAMP,13929.0238095,1358.04761905,3552.23809524,4053.9047619,100.0,2006.57142857,72.7941014454,-37.9199546805,145.16304
MONASH FW ONRAMP,207611.5,19322.0,1.0,10404.0,80.0,2013.0,74.8213542304,-37.84288876,145.0392306
MONASH WAY,96560.7,13704.0,4148.3,11659.5,80.0,2012.0,78.9138171165,-38.27013862,146.42042264
MONBULK ROAD,190903.5,18810.0,1.5,10885.5,80.0,2011.0,77.4775520958,-37.8193721,145.4097065
MONBULK-SEVILLE ROAD,99888.5,13860.0,7404.48888889,10776.7555556,80.0,2011.0,71.6416108871,-37.84038898,145.441988
MONT ALBERT ROAD,115773.5,14488.0,8604.5,14666.5,60.0,2011.0,55.9375520545,-37.81975572,145.09237725
MONTGOMERY STREET,80101.5,12790.0,2662.5,8779.5,100.0,2012.0,59.2992188335,-37.72333514,142.8355804
MONTROSE ROAD,180855.5,18614.0,1.5,14668.5,60.0,2011.0,64.2544270359,-37.80593201,145.3394926
MOOKARII STREET,40757.5,10690.0,2099.5,9779.5,60.0,2013.0,64.3265624841,-35.91605461,145.666923
MOONAMBEL ROAD,70238.5,12395.0,5916.48837209,9389.55813953,100.0,2013.0,100.300871113,-36.99056772,143.3432612
MOORABOOL STREET,177505.5,18551.0,1.5,14677.0,60.0,2012.0,53.9333333175,-38.16268883,144.3536592
MOORE ROAD,49865.5,10875.0,2456.0,11717.0,100.0,2011.0,97.0189568185,-36.48353055,144.6166513
MOORE STREET,72679.5526316,12396.5263158,5005.27368421,9990.15789474,60.0,2013.0,54.9360526134,-37.9811664077,145.576099632
MOOROODUC HIGHWAY,88699.5,13270.0,2737.0,13141.0,100.0,2013.0,94.7177082702,-38.23520816,145.0882898
MORELAND ROAD,184647.5,18663.0,1.5,11897.0,60.0,2011.0,50.6443229517,-37.754547375,144.9565482
MORNING,149036.833333,15436.3333333,1733.66666667,19263.5833333,95.0,2011.5,92.8791688174,-7.67260158667,114.524295871
MORRIS ROAD,167055.5,17685.0,1.5,14689.5,60.0,2012.0,61.1471615828,-37.87215028,144.702568
MORTLAKE-ARARAT ROAD,93280.5,13583.0,6856.4893617,8888.36170213,60.0,2012.0,59.0250000245,-37.72977968,142.8276364
MORWELL-MARYVALE ROAD,50895.5,10889.5,2494.5,11675.5,100.0,2012.5,96.1648432999,-38.18907365,146.4337021
MORWELL-THORPDALE ROAD,123225.623596,15096.8988764,1108.52808989,8117.68539326,100.0,2013.0,99.2994375325,-38.2645768552,146.324642829
MORWELL-TRARALGON ROAD,132085.5,14893.0,9353.0,6597.0,60.0,2013.0,80.717708429,-38.2315474,146.3796172
MOUNT BUFFALO ROAD,40492.5,10684.0,2087.48888889,31065.4888889,100.0,2013.0,83.7308333926,-36.69494124,146.9005394
MOUNT COTTRELL ROAD,113080.5,14442.0,8512.51111111,31125.5111111,100.0,2011.0,95.9044434408,-37.79225601,144.6050385
MOUNT STREET,163985.5,17434.0,1.47058823529,9359.29411765,60.0,2012.0,57.0794117591,-36.07751794,143.233379
MOUNTAIN HIGHWAY,185383.5,18650.6666667,1.5,10922.5,63.3333333333,2011.66666667,58.0161285004,-37.8476143033,145.292408167
MOUNTAIN HUT ROAD,14005.5,10091.0,990.5,5573.0,100.0,2013.0,104.131509539,-38.32701931,146.2582763
MOUNTJOY PARADE,199851.5,19104.0,1.5,8237.0,60.0,2012.0,57.1752604047,-38.54442131,143.9799527
MT ALEXANDER ROAD,128355.5,14775.0,9119.5,11237.5,60.0,2007.0,49.6437499523,-37.76993342,144.9258651
MT BAW BAW,84082.5,12923.4666667,3602.44,19336.9466667,100.0,2012.0,64.3181666691,-37.8787388067,146.072230093
MT BULLER ROAD,83380.8829787,13014.787234,1543.9929078,25048.4822695,91.4893617021,2011.9787234,86.7645122988,-37.0797137566,146.199883715
MT DANDENONG,197839.5,19066.0,1.5,8291.5,70.0,2012.0,62.7520833614,-37.88621652,145.329869
MT DANDENONG ROAD,148851.5,16549.5,4237.0,10909.5,65.0,2011.0,62.5734245576,-37.8052479125,145.3089598
MT DERRIMUT ROAD,113517.5,14448.0,8524.5,11518.5,70.0,2011.0,69.7976563374,-37.79492567,144.7714379
MT MACEDON ROAD,131644.276119,15847.0970149,1160.26865672,8202.94029851,63.5074626866,2012.32835821,65.6768470379,-37.4054429936,144.591628975
MT PLEASANT ROAD,176833.5,18543.0,1.5,14700.5,60.0,2012.0,50.6875,-38.1687174,144.33140445
MT SLIDE ROAD,20567.5,10192.0,1234.5,10952.5,100.0,2013.0,81.2914063136,-37.53734855,145.3730633
MT VIC,150164.617647,16435.5882353,4826.36764706,8335.13235294,79.4117647059,2013.0,56.5669117815,-37.1444805712,142.478601144
MUR,164464.644578,17442.4337349,1.50602409639,9380.20481928,89.6385542169,2013.0,103.246685923,-36.5342252777,142.494157935
MURCHISON STREET,155146.5,17283.0,1.48837209302,8231.06976744,50.0,2013.0,57.6703488108,-37.51092181,145.7384955
MURCHISON-TATURA ROAD,73463.5,12490.0,6106.5,9730.0,100.0,2012.0,104.16874933,-36.55322746,145.2230146
MURCHISON-VIOLET,95492.6398601,13386.8461538,7372.87412587,9772.18881119,100.0,2012.67132867,102.984701888,-36.6169640016,145.4191787
MURRADOC ROAD,92753.5,13522.0,6727.83333333,11293.0,86.6666666667,2012.66666667,75.2789060732,-38.1779067267,144.665291567
MURRAY RIVER ROAD,133107.25,15888.8571429,2001.1875,10425.7946429,100.0,2012.6875,96.8446420402,-36.0690374348,147.928359979
MURRAY STREET,178297.5,17708.0,2723.16666667,5922.0,60.0,2013.0,48.6569444471,-38.338774775,143.587244667
MURRAY VALLEY HIGHWAY,94882.7533894,13564.9850397,3295.2683497,13190.7134175,92.0336605891,2012.40673212,90.7182941449,-35.8880609312,145.511190654
MURRUMBEENA ROAD,112795.5,14433.0,8494.5,9447.0,60.0,2011.0,59.562057396,-37.90528245,145.062046
MURRUNGOWER ROAD,63705.5,12112.0,5348.45833333,7599.875,100.0,2012.0,64.6463541985,-37.68165602,148.6238848
MYAMYN-MACARTHUR ROAD,77730.5,12709.0,6540.46341463,8521.90243902,100.0,2012.0,94.4932923176,-38.00858634,141.9578625
MYERS STREET,20375.5,10190.0,1230.5,9064.0,60.0,2011.0,46.2120310864,-36.76123749,144.2836286
MYRTLE STREET,102382.0,13571.75,7065.5,8566.0,57.5,2011.25,54.7801106275,-36.668044125,145.494682475
MYRTLEFORD-YACKANDANDAH ROAD,47233.5,10823.0,2371.5,9997.0,100.0,2013.0,98.0328118423,-36.49933627,146.8074084
NAPIER STREET,75573.0,12730.0,5438.0,14706.75,62.5,2011.25,56.2520116517,-36.7796751275,143.900962
NAPOLEON ROAD,122241.5,14589.0,8755.5,14718.5,60.0,2011.0,79.2652340728,-37.92563719,145.2682108
NARRACAN DRIVE,40111.5,10679.0,2077.5,10157.0,60.0,2013.0,71.2635418575,-38.18004853,146.271971
NARRE WARREN-CRANBOURNE ROAD,155078.5,16723.5,4659.5,11641.0,75.0,2012.0,74.412500024,-38.0618754875,145.299853675
NATIMUK ROAD,102953.5,13994.0,7711.5,11986.0,60.0,2011.0,47.744478941,-36.71663024,142.2038649
NATIMUK-HAMIL,60365.3196721,11848.4180328,4678.7704918,9003.90983607,100.0,2012.0,100.7174172,-37.1626774124,141.909216684
NAVARRE ROAD,55324.5,11026.505618,2755.52808989,9097.61797753,100.0,2012.50561798,100.083285877,-36.8065397512,143.103629472
NEERIM ROAD,188935.5,18771.0,1.5,9425.5,60.0,2011.0,41.8833332661,-37.88706192,145.044439
NEIL STREET,137473.5,14979.3333333,9520.33333333,8012.0,60.0,2013.0,55.7697916298,-37.4291916833,143.380112367
NELSON STREET,201358.5,19120.0,1.48936170213,9239.12765957,60.0,2012.0,54.775000004,-36.3323962226,141.644767968
NEPEAN HIGHWAY,114834.166667,12311.6666667,14.6666666667,7029.5,70.0,2010.66666667,68.1131912069,-7.573747645,114.546829313
NERRENA ROAD,38129.5,10653.0,2025.47826087,10268.4347826,100.0,2012.0,91.7178802485,-38.48549434,145.993801
NEW IRREWILLIPE ROAD,32179.5,10493.0,1694.5,8478.5,100.0,2012.0,101.19505119,-38.40840107,143.4249772
NEW STREET,61185.5,7806.0,4325.5,14726.0,60.0,2010.0,54.2487876813,-37.90714255,144.9935165
NEWSTEAD ROAD,41329.5,10700.0,2122.5,9166.5,60.0,2012.0,59.7914062941,-37.00376795,144.0669558
NHILL-GYMBOWEN ROAD,67467.5,12265.0,5654.5,8899.0,100.0,2012.0,100.409373564,-36.38489063,141.6445543
NHILL-HARROW ROAD,116347.5,14862.5,2831.0,8899.0,90.0,2012.0,98.6202296968,-36.969155495,141.62209065
NHILL-JEPARIT ROAD,152906.5,17246.0,1.53488372093,8982.0,100.0,2013.0,103.76220858,-36.23622666,141.8308724
NHILL-NETHERBY ROAD,152990.5,17247.0,1.51219512195,9218.12195122,100.0,2013.0,103.357620702,-36.25752877,141.6697669
NHILL-YANAC ROAD,153071.5,17248.0,1.5,9348.0,100.0,2013.0,101.86781187,-36.33355142,141.5999995
NICHOLSON STREET,112965.5,14235.0,8099.0,9529.5,60.0,2008.0,45.6020443538,-37.679822005,146.9880914
NORMAN STREET,156545.5,17308.0,9982.5,9102.5,60.0,2012.0,58.2229166429,-37.53376717,143.8364721
NORTH ROAD,143277.808901,16260.0,3828.27748691,12696.5340314,72.3560209424,2011.5026178,59.7502485795,-37.9576356661,145.074780062
NORTH SHORE ROAD,127011.5,14755.0,9079.5,11585.5,60.0,2012.0,59.6937499841,-38.09942505,144.3599356
NORTHERN HIGHWAY,92062.2222222,13452.6666667,2421.5,6612.30555556,87.7777777778,2011.72222222,88.0180980603,-36.8614462767,144.805169767
NOWA NOWA ROAD,91753.5,13494.0,6666.5,8836.5,100.0,2012.0,86.9057290156,-37.71337095,148.0728354
NUNN STREET,141637.5,15027.0,9615.5,12948.0,60.0,2011.0,53.3584113516,-36.53976582,145.9820016
NURMURKAH ROAD,161017.5,17392.0,1.5,13300.0,80.0,2013.0,70.7322915395,-36.358692025,145.4021334
NYORA-POOWONG ROAD,75944.5,12632.0,6388.4893617,10429.1276596,100.0,2013.0,94.6712762522,-38.33845086,145.7338316
OFFICERROAD,167672.5,17750.0,1.48888888889,31753.4666667,80.0,2011.0,67.645722284,-38.08256345,145.4046734
OGILVIE AVENUE,68405.5,12079.0,3451.5,9729.0,65.0,2011.0,63.4102344014,-36.140482635,144.7495718
OHEA STREET,97213.5,13659.0,7008.5,14754.5,50.0,2005.0,50.75,-37.73626085,144.9516315
OHERNS ROAD,181719.5,18628.0,1.5,31163.5,60.0,2011.0,60.1789324082,-37.63739372,145.0240849
OLD CALDER HIGHWAY,111259.5,14416.0,8460.5,11259.0,65.0,2011.0,72.7342187165,-37.72375234,144.8402146
OLD GEELONG ROAD,140764.5,16034.5,2188.5,20665.25,70.0,2011.0,69.4247264466,-37.85965598,144.75075385
OLD INGLIS STREET,153763.5,17263.0,1.5,8661.0,65.0,2011.0,58.9159375628,-37.60015544,144.2299646
OLD MELBOURNE ROAD,78519.6328671,10373.2377622,5316.93006993,10630.2587413,93.2867132867,2012.0,78.6329194449,-37.7210943455,144.326327939
OLD MOOROODUC ROAD,174489.5,18429.0,1.5,31544.5,80.0,2012.0,81.8429168065,-38.27714335,145.0714182
OLD PRINCE,29996.5,10464.0,1628.4893617,11716.9148936,100.0,2012.0,91.4539893946,-38.51893621,143.1716534
OLD SALE ROAD,58181.465035,11498.8321678,2720.93706294,9619.96503497,100.0,2012.66433566,88.2872812498,-38.1339862274,146.126331979
OLD WARRANDYTE ROAD,116061.5,14493.0,8614.5,14763.5,60.0,2011.0,60.5250259637,-37.78340419,145.1823831
OLD WESTERN HIGHWAY,160558.085714,17013.5,3147.8,9740.31428571,76.6428571429,2011.66428571,95.0957130264,-37.5448833976,143.911253198
OLGILVY STREET,98317.5,13689.0,7068.5,10491.0,50.0,2013.0,56.2518229088,-38.47928388,145.9540218
OLINDA-MONBULK ROAD,197935.5,19067.0,1.5,10898.0,60.0,2012.0,53.8156249523,-37.85542966,145.3671378
OMEO HIGHWAY,113081.844051,14577.0482315,2714.33762058,7200.07395498,95.7556270096,2012.57877814,85.8135929925,-37.0831267667,147.529819677
OR,130253.5,14843.0,9254.5,8364.5,80.0,2013.0,58.4148437976,-38.26961938,144.5217355
ORBOST-BONANG ROAD,205161.5,19252.3421053,1.44736842105,12348.7368421,100.0,2013.0,48.3710526414,-37.5341537392,148.545617242
ORIEL ROAD,115389.5,14477.0,8582.5,10690.0,60.0,2011.0,57.5082812506,-37.75014613,145.0399155
ORMOND ROAD,102100.5,13716.5,5875.5,11055.75,65.0,2012.0,62.6796484689,-38.11532439,144.8388742
OSBORNE AVENUE,184071.5,18657.0,1.5,14784.0,60.0,2011.0,50.440234284,-37.94646579,145.1443651
OSHEA ROAD,187927.5,18758.0,1.5,14785.5,60.0,2012.0,64.6783330836,-38.06127515,145.3474592
OTWAY LIGHTHOUSE,29835.5,10461.0,1622.5,8251.5,100.0,2012.0,62.0250000002,-38.77498339,143.5403154
PAKENHAM BYPASS,165825.5,17553.6666667,1.5,20590.8333333,100.0,2012.0,104.043645461,-7.48103426,114.865470775
PAKENHAM ROAD,190615.5,18807.0,1.5,10842.0,70.0,2012.0,75.4356250563,-38.06452694,145.4690618
PARA ROAD,119987.5,14554.0,8735.5,10598.5,60.0,2011.0,61.7893751066,-37.70715683,145.110336
PARK ROAD,69161.5,12342.0,5810.5,9147.0,60.0,2011.0,56.2266667689,-37.0393019,143.7407477
PARK STREET,117741.5,14515.0,8658.5,31757.5,60.0,2011.0,53.0806511737,-37.77712389,144.9525962
PARKER ROAD,185221.5,18669.0,1.5,31275.5,80.0,2011.0,81.7001302243,-37.8179512,145.4552155
PASCOE VALE ROAD,83604.0,10808.5,5187.75,11187.0,62.5,2009.25,61.5553337683,-37.6994189987,144.9227435
PATERNOSTER ROAD,172059.5,18203.0,1.5,14820.5,60.0,2011.0,81.5492707891,-37.94489549,145.4790838
PAYNES ROAD,118413.5,14524.0,8676.5,14823.5,80.0,2011.0,77.4725519017,-37.73536917,145.310199
PEARCEDALE ROAD,97885.5,13676.0,7042.5,14824.5,80.0,2005.0,69.46875,-38.14965989,145.2451349
PENSHURST-DUNKELD ROAD,74146.5,12530.0,6186.48780488,8966.87804878,100.0,2013.0,97.7161568406,-37.66800147,142.3103485
PENSHURST-PORT FAIRY ROAD,66744.5,12245.0,5614.51111111,8957.75555556,100.0,2013.0,83.6511110941,-38.31616157,142.3003345
PENSHURST-WARRNAMBOOL ROAD,111991.465035,14555.3426573,3737.72727273,8893.33566434,89.9300699301,2012.33566434,89.2899471878,-38.0667702485,142.309573646
PHILLIP ISLAND ROAD,86592.5,13223.0,6825.0,8274.0,80.0,2012.5,81.8980987667,-38.498117555,145.27357305
PIPER STREET,136533.5,14969.0,9499.5,8801.5,60.0,2011.0,59.6532293559,-37.24398232,144.4474198
PITFIELD-SCARSDALE ROAD,79719.5,12783.0,2770.5,8694.5,100.0,2012.0,99.525519845,-37.80773464,143.6026352
PLENTY ROAD,115169.5,14279.5,8184.0,11151.0,70.0,2011.0,76.7684764467,-37.618946835,145.09465215
PLUMP,129107.5,14798.0,9164.5,31199.5,60.0,2011.0,98.13531125,-37.68911561,144.6968659
POATH ROAD,154149.5,16658.5,4364.5,14842.0,55.0,2011.0,48.8787500363,-37.9001100425,145.075716425
POINT COOK ROAD,181037.5,18491.0,1.5,9903.5,70.0,2011.5,67.2375650605,-37.89523549,144.75452155
POINT NEPEAN ROAD,145354.5,16282.0,3482.0,8176.0,60.0,2008.5,58.963541617,-38.3509932075,144.8262443
PORT FAIRY ROAD,146361.5,15144.0,9845.5,8779.5,60.0,2011.0,62.2128125034,-37.29110524,142.9266762
PORT ROAD,78103.5,12713.0,6548.5,13244.5,80.0,2013.0,78.000000159,-38.33709812,141.5872052
PORT WELSHPOOL ROAD,76571.5,12669.0,6462.47826087,11894.0869565,100.0,2013.0,92.6763587201,-38.67261895,146.4454462
PORTARLING,90811.5,13460.0,6600.5,8352.0,100.0,2013.0,96.7268226735,-38.187773275,144.64245875
PORTER STREET,100653.5,13907.0,7162.5,11095.5,70.0,2012.0,72.6441669865,-37.75326132,145.141752
PORTLAND-CASTER,91684.5591716,13561.704142,4524.74556213,8862.13609467,79.4082840237,2012.27218935,84.4695264817,-37.755649618,141.544988898
PORTLAND-GEELONG ROAD,145643.5,15100.0,9757.5,9086.5,95.0,2012.0,100.641404983,-37.75420667,143.4741787
PORTLAND-NELSON ROAD,85829.5,13028.0,3953.5,8521.0,100.0,2012.0,95.3796873094,-38.3015237,141.5563253
POUND ROAD,144622.5,16152.0,4361.5,11822.25,70.0,2012.0,65.6387761035,-38.037259425,145.2799996
POWLETT STREET,167811.0,16953.75,4832.5,8579.75,75.0,2012.0,69.4131771126,-37.70549102,145.3964793
PRAIRIE-ROCHESTER ROAD,115002.238095,14807.0714286,2941.38095238,9112.4047619,100.0,2012.0,98.247469263,-36.2993407033,144.346792705
PRINCE STREET,131790.5,15713.5,3922.5,11098.0,60.0,2011.5,55.2392447789,-37.35316503,146.75550035
PRINCES DRIVE,113099.744275,14504.2290076,7233.63358779,11217.8549618,98.1679389313,2013.0,73.0728529719,-38.2346925382,146.425758018
PRINCES FREEWAY,160954.0,16956.25,930.0,27856.25,102.5,2012.75,103.675780852,7.7259247675,99.2214737925
PRINCES FREEWAYOFFRAMP,209959.5,19421.0,1.0,31649.0,100.0,2013.0,94.8614578219,-38.2148819,144.2916412
